frame,t,rz,pgz,roll,pitch,yaw,lv_norm,av_norm,dof_pos_err_max,dof_vel_max,tau_max,tau_sat,saturated_joints,L_fz,R_fz,non_foot_cf_sum,top_cf_name,top_cf_val,bz_min,bz_min_name
66,1.32,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.304977938067168,18.03125,22.92918,0.0,,510.77704,503.47504,0,left_ankle_roll_link,510.77704,0.030985862,left_ankle_roll_link
67,1.34,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497715156525373,18.03544807434082,22.92862,0.0,,507.08945,507.08945,0,left_ankle_roll_link,507.08945,0.03098578,left_ankle_roll_link
68,1.36,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497813737019897,18.031232833862305,22.927366,0.0,,507.12592,507.12592,0,left_ankle_roll_link,507.12592,0.030985976,left_ankle_roll_link
69,1.3800000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497705982998013,18.035442352294922,22.927765,0.0,,507.0486,507.0486,0,left_ankle_roll_link,507.0486,0.030985937,left_ankle_roll_link
70,1.4000000000000001,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497780116274953,18.0312442779541,22.927755,0.0,,510.70175,503.4679,0,left_ankle_roll_link,510.70175,0.03098599,left_ankle_roll_link
71,1.42,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497895646840334,18.03544044494629,22.925154,0.0,,510.7222,503.52808,0,left_ankle_roll_link,510.7222,0.030985935,left_ankle_roll_link
72,1.44,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497656809166074,18.0312442779541,22.929169,0.0,,507.17926,507.17926,0,left_ankle_roll_link,507.17926,0.030985942,left_ankle_roll_link
73,1.46,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497821094468236,18.035436630249023,22.928965,0.0,,510.72702,503.5073,0,left_ankle_roll_link,510.72702,0.030985933,left_ankle_roll_link
74,1.48,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497803585603833,18.03124237060547,22.92699,0.0,,506.96634,506.96634,0,left_ankle_roll_link,506.96634,0.030985884,left_ankle_roll_link
75,1.5,0.3899999260902405,1.0,6.814560049988273e-10,2.5279495476204646e-08,2.190517598790856e-11,0.0,0.0,0.30497655225917697,18.035444259643555,22.925566,0.0,,507.1085,507.1085,0,left_ankle_roll_link,507.1085,0.030985855,left_ankle_roll_link
